series,design,coll,color,detail,pmax,pdens,voc,isc,vmp,imp,eff,weight,w,h,t,photo
2180x1160-SOLARIX-ME-854-G-900-SUEDE-s132p1M10HC,SOLARIX-ME-854,Metallic,Pastel blue,Full surface,403,159.3,95.7,5.3,80.6,5.0,15.9,42.1,2180,1160,6.4,C.jpg
